"node_id","longitude","latitude","altitude"
65282506,-122.405444,37.774835,4
65282542,-122.406345,37.7743775,8
65282559,-122.404265,37.7763781,4
65282565,-122.422073,37.7499176,38
65282573,-122.401574,37.724266,17
338898805,-122.448628,37.7183739,86
338898853,-122.448375,37.7213282,80
338898854,-122.447876,37.721127,70
338898880,-122.447855,37.721261,70
338898881,-122.448348,37.7214393,80
302914870,-122.469381,37.8013621,54
65282735,-122.398266,37.715148,46
343519848,-122.461094,37.7712986,84
258475645,-122.442799,37.7829562,60
65479406,-122.453588,37.6996095,213
65282779,-122.399616,37.780791,12
65479416,-122.454284,37.6981086,209
65282786,-122.399824,37.780043,6
65282811,-122.402175,37.777926,3
258967319,-122.374295,37.7320997,-1
65282840,-122.39797,37.7181848,28
65282848,-122.398234,37.717466,40
440853802,-122.493054,37.7661736,37
440853806,-122.493189,37.7655664,48
440853807,-122.493201,37.7654516,48
65282876,-122.436538,37.7315764,84
302915071,-122.469464,37.7971298,72
268012545,-122.395094,37.7855562,13
65282891,-122.435582,37.7313605,74
268012546,-122.394667,37.7847006,24
440853838,-122.47159,37.7731457,75
423746683,-122.428098,37.7596948,32
65282931,-122.449842,37.7433316,175
65282934,-122.449934,37.74297,175
65282942,-122.433466,37.7899123,69
65282944,-122.433628,37.7906298,75
65282949,-122.430928,37.733867,75
65282954,-122.434461,37.7325335,60
65282960,-122.431262,37.733505,65
65282963,-122.432416,37.7327981,54
258967500,-122.484728,37.7185665,31
258967501,-122.484726,37.718326,31
258967502,-122.48474,37.717311,38
65283026,-122.436529,37.7439856,158
65283028,-122.436591,37.743904,158
65283086,-122.433715,37.735036,71
300752305,-122.424421,37.7351364,67
65283094,-122.432647,37.734541,79
65283101,-122.433011,37.735573,87
65283112,-122.432868,37.735839,96
65283117,-122.435411,37.7352999,95
65283125,-122.436142,37.735501,102
423746913,-122.427849,37.7581018,49
65283131,-122.47155,37.7143844,65
65283145,-122.469993,37.712781,69
65283175,-122.496566,37.780158,93
65283183,-122.497639,37.780102,94
65283196,-122.498714,37.780167,98
65283203,-122.484514,37.717731,40
258967694,-122.443572,37.736486,155
65283205,-122.484533,37.717294,40
65283221,-122.483688,37.720619,30
65283224,-122.483737,37.720691,30
